Algorithm,Size,Case,Time (s),System Time (ms)
Bubble,10,Random,0.000001
Bubble,20,Random,0.000005
Bubble,30,Random,0.000003
Bubble,40,Random,0.000001
Bubble,50,Random,0.000001
Bubble,60,Random,0.000001
Bubble,70,Random,0.000002
Bubble,80,Random,0.000002
Bubble,90,Random,0.000003
Bubble,100,Random,0.000003
Bubble,110,Random,0.000004
Bubble,120,Random,0.000004
Bubble,130,Random,0.000005
Bubble,140,Random,0.000006
Bubble,150,Random,0.000007
Bubble,160,Random,0.000009
Bubble,170,Random,0.000010
Bubble,180,Random,0.000011
Bubble,190,Random,0.000011
Bubble,200,Random,0.000012
Bubble,210,Random,0.000013
Bubble,220,Random,0.000013
Bubble,230,Random,0.000016
Bubble,240,Random,0.000019
Bubble,250,Random,0.000018
Bubble,260,Random,0.000018
Bubble,270,Random,0.000021
Bubble,280,Random,0.000023
Bubble,290,Random,0.000023
Bubble,300,Random,0.000025
Bubble,310,Random,0.000026
Bubble,320,Random,0.000027
Bubble,330,Random,0.000028
Bubble,340,Random,0.000030
Bubble,350,Random,0.000032
Bubble,360,Random,0.000033
Bubble,370,Random,0.000036
Bubble,380,Random,0.000035
Bubble,390,Random,0.000042
Bubble,400,Random,0.000042
Bubble,410,Random,0.000042
Bubble,420,Random,0.000045
Bubble,430,Random,0.000046
Bubble,440,Random,0.000050
Bubble,450,Random,0.000051
Bubble,460,Random,0.000054
Bubble,470,Random,0.000054
Bubble,480,Random,0.000060
Bubble,490,Random,0.000061
Bubble,500,Random,0.000064
Bubble,510,Random,0.000068
Bubble,520,Random,0.000073
Bubble,530,Random,0.000071
Bubble,540,Random,0.000077
Bubble,550,Random,0.000077
Bubble,560,Random,0.000083
Bubble,570,Random,0.000082
Bubble,580,Random,0.000088
Bubble,590,Random,0.000090
Bubble,600,Random,0.000095
Bubble,610,Random,0.000103
Bubble,620,Random,0.000105
Bubble,630,Random,0.000103
Bubble,640,Random,0.000106
Bubble,650,Random,0.000115
Bubble,660,Random,0.000120
Bubble,670,Random,0.000121
Bubble,680,Random,0.000123
Bubble,690,Random,0.000128
Bubble,700,Random,0.000135
Bubble,710,Random,0.000144
Bubble,720,Random,0.000135
Bubble,730,Random,0.000144
Bubble,740,Random,0.000145
Bubble,750,Random,0.000151
Bubble,760,Random,0.000152
Bubble,770,Random,0.000166
Bubble,780,Random,0.000164
Bubble,790,Random,0.000168
Bubble,800,Random,0.000176
Bubble,810,Random,0.000173
Bubble,820,Random,0.000178
Bubble,830,Random,0.000185
Bubble,840,Random,0.000184
Bubble,850,Random,0.000193
Bubble,860,Random,0.000201
Bubble,870,Random,0.000208
Bubble,880,Random,0.000212
Bubble,890,Random,0.000223
Bubble,900,Random,0.000222
Bubble,910,Random,0.000229
Bubble,920,Random,0.000230
Bubble,930,Random,0.000231
Bubble,940,Random,0.000231
Bubble,950,Random,0.000237
Bubble,960,Random,0.000247
Bubble,970,Random,0.000252
Bubble,980,Random,0.000260
Bubble,990,Random,0.000265
Bubble,1000,Random,0.000264
Bubble,1010,Random,0.000283
Bubble,1020,Random,0.000281
Bubble,1030,Random,0.000266
Bubble,1040,Random,0.000292
Bubble,1050,Random,0.000291
Bubble,1060,Random,0.000310
Bubble,1070,Random,0.000316
Bubble,1080,Random,0.000319
Bubble,1090,Random,0.000323
Bubble,1100,Random,0.000333
Bubble,1110,Random,0.000339
Bubble,1120,Random,0.000346
Bubble,1130,Random,0.000354
Bubble,1140,Random,0.000360
Bubble,1150,Random,0.000351
Bubble,1160,Random,0.000371
Bubble,1170,Random,0.000378
Bubble,1180,Random,0.000441
Bubble,1190,Random,0.000479
Bubble,1200,Random,0.000421
Bubble,1210,Random,0.000387
Bubble,1220,Random,0.000419
Bubble,1230,Random,0.000404
Bubble,1240,Random,0.000405
Bubble,1250,Random,0.000420
Bubble,1260,Random,0.000427
Bubble,1270,Random,0.000438
Bubble,1280,Random,0.000429
Bubble,1290,Random,0.000442
Bubble,1300,Random,0.000449
Bubble,1310,Random,0.000456
Bubble,1320,Random,0.000482
Bubble,1330,Random,0.000464
Bubble,1340,Random,0.000488
Bubble,1350,Random,0.000500
Bubble,1360,Random,0.000496
Bubble,1370,Random,0.000510
Bubble,1380,Random,0.000505
Bubble,1390,Random,0.000537
Bubble,1400,Random,0.000519
Bubble,1410,Random,0.000539
Bubble,1420,Random,0.000557
Bubble,1430,Random,0.000547
Bubble,1440,Random,0.000547
